Field_Code,Type,OM30,BD30,MTC_ha30,CO2e_ha30,DateSampled,DateReceived,Tillage_1to4,Crop2Ago,CropLastYr,CropThisYr,soil_texture_class,soil_texture_sand,soil_texture_silt,soil_texture_clay,water_capacity,water_capacity_rating,pred_water_capacity,pred_water_capacity_rating,surface_hardness,surface_hardness_rating,subsurface_hardness,subsurface_hardness_rating,aggregate_stability,aggregate_stability_rating,organic_matter,organic_matter_rating,soc,total_c,total_n,ace_soil_protein_index,ace_soil_protein_index_rating,pred_soil_protein,pred_soil_protein_rating,respiration,respiration_rating,active_carbon,active_carbon_rating,ph,ph_rating,p,p_rating,k,k_rating,mg,fe,mn,zn,minor_elements_rating,overall score,Mod. Morgan Al. ppm,Mod. Morgan Ca. ppm,Mod. Morgan Cu. ppm,Mod. Morgan S. ppm,Mod. Morgan B. ppm,CN_ratio
LO24,Corn,3.44,NA,NA,NA,8/9/2021,8/16/2021,,NA,NA,COS,sandy loam,69.9411,19.80568,10.25322,,,0.19757,83.28002,NA,NA,NA,NA,52.75838,88.66299,4.050818,99.48192,3.181124,3.239,0.296,,,13.33945,95.51504,0.695144,62.44334,998.6534,99.69584,6.97,100,80.2,100,380,100,218,2.9,1.9,3.3,100,92.90792,7.69,2274.4,0.86,9.77,0.53,10.94256757
LO25,Corn,3.13,1.506536,70.7318652,259.3501724,8/5/2021,8/9/2021,,CORN,CORN,CORN,loam,33.37261,43.83814,22.78925,,,0.231796,86.53224,NA,NA,NA,NA,24.63069,36.17255,3.326951,64.18018,2.352859,2.378,0.208,,,6.483736,49.80339,0.801543,74.91478,778.0277,93.35614,7.38,97.18748,20.7,100,241,100,267.3,2.8,3.8,0.8,100,80.21468,6.53,1933.3,0.7,10.57,0.62,11.43269231
LO26,Corn,5.65,1.408395,119.3614763,437.6587463,7/22/2021,7/26/2021,,NA,NA,NA,silty clay loam,11.13506,53.91712,34.94782,,,0.252965,92.36737,NA,NA,NA,NA,16.30693,16.25956,3.64,34.45783,2.017,2.017,0.206,,,6.600048,59.2255,0.537672,41.77086,567.7718,48.55851,7.02,100,3,86,138.6,100,322.6,1.7,3.1,0.5,100,67.86396,21.73,2044.9,0.43,6.92,0.13,9.791262136
LO27,Corn,3.26,1.399419817,68.43162905,250.9159732,7/28/2021,8/4/2021,,NA,NA,COS,silt loam,16.60096,62.92417,20.47487,,,0.282327,97.00791,NA,NA,NA,NA,3.930364,6.630759,2.531341,30.12767,1.587074,1.605,0.154,,,5.623496,39.52709,0.520648,39.56953,674.6853,82.74778,7.12,100,13.3,100,163.1,100,166.7,1.6,3.7,0.7,100,69.56107,12.68,1508.3,0.47,7.74,0.21,10.42207792
LO28,Corn,4.56,NA,NA,NA,8/4/2021,8/9/2021,,NA,NA,COS,sandy loam,57.3595,31.47866,11.16184,,,0.186153,78.87779,NA,NA,NA,NA,44.22274,76.87074,2.57559,76.40796,1.766198,1.814,0.145,,,6.237788,36.99218,0.482345,34.74608,535.7011,66.58584,6.65,100,14.4,100,161.1,100,183.9,1.5,2.7,0.9,100,77.04806,11.22,995.6,0.18,5.28,0.21,12.51034483
LO30,Corn,NA,NA,NA,NA,8/4/2021,8/9/2021,2,NA,NA,COS,sandy loam,53.45981,32.54075,13.99944,,,0.189218,80.1217,NA,NA,NA,NA,63.49793,96.44971,2.794872,83.97888,1.807,1.807,0.146,,,6.250758,37.13217,0.602931,50.38972,539.3179,67.24142,6.75,100,5.6,100,133.8,100,132.4,5.3,3.9,0.6,100,81.53136,15.12,744.7,0.35,6.61,0.11,12.37671233
LO31,Corn,3.48,1.378297525,71.94713081,263.8061463,7/16/2021,7/21/2021,2,NA,NA,COS,silt loam,29.04684,54.59933,16.35383,,,0.265187,94.71967,NA,NA,NA,NA,37.0669,63.19604,3.903804,84.23654,,2.752,0.261,,,9.508482,81.90264,0.719261,65.45139,761.745,92.1442,6.24,97.72499,15.2,100,295.5,100,223.5,8.2,4.1,2.1,100,87.93755,28.95,1162.3,0.71,11.7,0.23,10.5440613
LO32,Corn,2.77,1.490103647,61.91380653,227.0172906,7/16/2021,7/21/2021,2,NA,NA,COS,loam,36.56574,44.965,18.46926,,,0.207902,76.94269,NA,NA,NA,NA,13.25996,16.21751,2.824621,42.27491,,1.745,0.174,,,5.938137,43.24023,0.605768,50.76699,584.0874,67.52749,6.3,100,7.7,100,198.5,100,227.3,2.3,5.4,0.8,100,69.69698,24.02,1109.7,0.41,8.24,0.12,10.02873563
LO33,Corn,2.55,1.50497084,57.56513463,211.0721603,7/23/2021,7/26/2021,1,NA,NA,COS,loam,46.47477,38.75303,14.77221,,,0.191499,68.60202,NA,NA,NA,NA,19.44736,26.04972,2.44,26.68979,1.592,1.592,0.154,,,5.504183,38.14164,0.509299,38.11978,547.8307,60.20065,6.92,100,15.7,100,183.4,100,134.6,1.1,2.7,0.9,100,65.78036,13.63,1040.1,0.49,6.64,0.16,10.33766234
LO34,Hay,3.93,1.494878071,88.12306229,323.117895,7/15/2021,7/21/2021,2,NA,NA,HAY,clay loam,23.13523,47.35832,29.50645,,,0.239,88.78913,NA,NA,NA,NA,19.02732,20.02671,3.356702,23.73738,2.103,2.103,0.196,,,6.564771,58.76836,0.86822,81.43571,676.5419,69.41714,7.05,100,6.1,100,126.6,100,327.3,5,4.4,0.7,100,74.21744,12.01,1639.6,0.65,5.47,0.25,10.72959184
LO35,Corn,4.03,1.489384,90.0332628,330.1219636,7/23/2021,7/26/2021,,NA,NA,COS/BCE,clay loam,27.72623,38.49227,33.78149,,,0.247678,91.13134,NA,NA,NA,NA,9.785852,9.224435,3.88,44.69649,2.411,2.411,0.217,,,7.1898,66.6378,0.587325,48.31503,768.9964,83.39722,6.97,100,4.4,100,167.8,100,419.9,1.6,3.3,0.7,100,74.34023,14.76,1729,0.8,5.66,0.23,11.11059908
NW23C,Corn,3.08,1.39069872,64.25028086,235.5843632,4/20/2021,4/28/2021,,NA,COS,COS,sandy loam,70.4979787,18.96904375,10.53297754,,,0.181892652,77.07513701,NA,NA,NA,NA,49.73640562,85.10416703,2.81,84.43504767,,1.775,0.171,,,7.030154147,45.79219951,0.58874409,48.50353168,554.3666443,69.91067716,5.73,37.51735118,8.9,100,453.6,100,154.2,4.9,5,1.3,100,74.83381112,47.78,867.5,1.75,11.95,0.11,10.38011696
NW23T,Corn,4.64,NA,NA,NA,4/20/2021,4/28/2021,,NA,COS,COS,loam,37.72925504,42.06004502,20.21069994,,,0.233428016,87.06906186,NA,NA,NA,NA,33.35420686,55.20289943,5.05,98.86300895,,3.119,0.297,,,9.955859389,85.25032712,0.780263252,72.60392122,875.9361638,97.89275942,6.48,100,19.1,100,389.5,100,322.9,1.5,5.8,0.7,100,89.6881978,7.8,2197.9,0.58,12.83,0.46,10.5016835
NW07C,Corn,4.3,1.350738827,87.12265434,319.4497326,4/7/2021,4/27/2021,2,COS,COS,COS,loam,33.12840733,47.86835949,19.00323318,,,0.225879792,84.45977204,NA,NA,NA,NA,63.80573085,96.58135006,4.57,95.94591896,,2.964,0.269,,,9.116381461,78.60653112,0.625629262,53.40405755,725.715545,88.87834885,6.13,93.31927987,6.7,100,200.7,100,163.6,5.3,7.3,1.2,100,89.11952585,73.42,1177.6,1.18,12.52,0.17,11.01858736
NW07T,Corn,4,1.24751458,74.8508748,274.4532076,4/7/2021,4/27/2021,2,COS,COS,COS,silt loam,27.16800828,54.99154492,17.8404468,,,0.249632766,91.60473246,NA,NA,NA,NA,45.0353607,78.2228701,3.48,70.30985714,,2.255,0.21,,,7.825040161,65.59840365,0.583069448,47.74975692,603.3497872,71.17988417,5.57,14.79064691,12.5,100,221.6,100,119.9,7,9.2,2.7,100,73.94561514,66.35,714.3,1.59,11.29,0.09,10.73809524
D1,Field crops,6.54,1.181408738,115.8961972,424.9527231,5/3/2021,5/18/2021,3,WHT,WHT,WHT,loam,43.99143,39.53854,16.47003,,,0.238644,88.68443,NA,NA,NA,NA,85.78236,99.88306,5.76,99.89177,,4.316,0.373,,,11.20147,92.28764,1.127835,96.07495,783.5635,93.73345,6.65,100,3.1,88.8,157.1,100,124.6,9.4,2.3,2.1,100,95.93553,85.72,2086.3,0.11,13.42,0.2,11.57104558
VE2,Pasture,4.53,1.193001541,81.06445471,297.2363339,5/6/2021,5/18/2021,1,PIT,PIT,PIT,silt loam,28.10327028,53.20593098,18.69079874,,,0.246052895,90.72303256,231.25,21.49085774,306.25,47.73450152,87.25074837,99.91111003,4.33,93.02663659,,3.163,0.205,,,9.341246549,80.5376518,0.673863718,59.72410885,581.3805447,66.99933619,6.13,93.31927987,2,58,144.2,100,220,14.4,3.2,0.6,100,75.95554293,125.69,938.1,0.03,10.78,0.06,15.42926829
VE1,Pasture,3.86,1.183210951,68.50791406,251.1956849,5/6/2021,5/18/2021,1,PIT,PIT,PIT,loam,47.14609426,35.88950741,16.96439833,,,0.231908177,86.56972506,208.75,29.96671497,296.25,51.35976711,78.62377461,99.59246822,4.14,89.73627482,,3.166,0.231,,,9.644569102,82.9679561,1.063995344,93.90263053,761.7059218,92.14109979,6.91,100,4.7,100,128,100,198.5,12.4,3.9,0.6,100,85.51971972,39.5,1243.2,0.07,6.1,0.16,13.70562771
RM2,Veg,4.12,1.301785876,80.45036714,294.9846795,5/11/2021,5/25/2021,4,MIX,MIX,MIX,silty clay loam,19.23169,50.52889,30.23942,,,0.268964,95.31666,NA,NA,NA,NA,18.19696,18.82481,4.73,79.13491,,3.288,0.39,,,12.25781,98.29662,0.716424,65.1021,1019.065,98.68016,7.42,95.79407,89.7,100,458,100,293.8,1.3,5.6,1,100,85.11493,7.04,1059.5,0.74,3.82,0.29,8.430769231
RM3,Veg,5.72,1.086513764,93.22288095,341.8172302,5/11/2021,5/25/2021,4,MIX,MIX,MIX,loam,38.89647,39.98703,21.1165,,,0.225353,84.2654,NA,NA,NA,NA,25.45959,37.91172,3.88,83.59079,,2.713,0.293,,,10.40371,88.15839,0.787357,73.38575,974.1009,99.4807,7.42,95.79407,63.7,100,253.7,100,181,1.5,5.6,0.9,100,86.25868,3.77,1067.8,0.38,3.6,0.33,9.259385666
AW15,Pasture,5.86,NA,NA,NA,8/31/2021,9/28/2021,1,PIT,PIT,PIT,silty clay loam,17.75656,42.30239,39.94104,,,0.251559,92.05232,NA,NA,NA,NA,58.5868,89.27729,6.300941,99.4715,4.133015,4.164,0.416,,,12.11412,98.08381,1.187419,97.48887,956.9388,97.19137,6.96,100,5,100,322,100,599.5,1.3,4.4,0.6,100,97.35652,7.96,3548.6,0.12,12.56,0.62,10.00961538
AW16,Pasture,8.68,NA,NA,NA,8/31/2021,9/28/2021,1,PIT,PIT,PIT,silty clay loam,15.0508,45.90873,39.04047,,,0.252462,92.25577,NA,NA,NA,NA,79.18173,98.99735,7.001432,99.95734,4.223111,4.245,0.43,,,12.9403,99.05314,1.151952,96.71042,922.61,95.8899,7.05,100,7,100,193.3,100,659.2,1.1,3.1,0.6,100,98.28639,7.13,4391.6,0.06,11.29,0.62,9.872093023
VE9,Hay,5.9,1.062581211,94.03843717,344.807603,5/14/2021,5/18/2021,1,CGT,CGT,CGT,silty clay,7.832677791,46.62308209,45.54424012,,,0.258437311,93.50403472,56.25,89.70586546,170.625,88.02298056,39.58099048,59.5263039,5.67,96.82415332,,3.263,0.331,,,8.923507692,84.32333752,0.936315903,86.88673503,787.2064802,85.56624118,7.14,100,5.6,100,334.4,100,743,2.4,4.2,0.6,100,90.36330431,7.94,3576.7,0.1,5.7,0.91,9.858006042
VE10,Pasture,6.16,0.999184117,92.32461241,338.5235788,5/14/2021,5/18/2021,1,GRT,GRE,GRT,silty clay,11.06136192,45.65595693,43.28268115,,,0.277752616,96.49743408,136.25,62.77048589,143.75,92.22623036,21.87933866,24.49206929,5.61,96.31836442,,3.343,0.316,,,9.274917857,86.96996814,1.085275251,94.71238785,816.3499755,88.62357579,6.82,100,3.3,94.4,298,100,743.8,3.9,14,0.7,100,86.41754299,21.49,2197.9,0.05,9.95,0.26,10.57911392
EL5,Hay,NA,NA,NA,NA,7/28/2021,8/4/2021,1,NA,NA,NA,silt loam,29.10315,53.99595,16.9009,,,0.269707,95.42752,NA,NA,NA,NA,83.84414,99.83365,6.086467,99.96975,,4.328,0.347,,,11.33667,92.86294,0.893756,83.62562,586.3844,67.97296,5.45,5.581502,5.6,100,88.5,100,41,28.1,10.8,1.9,56,80.12739,288.64,585.7,0.18,19.52,0.06,12.47262248
AW1,Veg,2.11,1.441875925,45.63537303,167.3297011,4/27/2021,5/13/2021,3,MIX,MIX,MIX,loamy sand,86.67461,6.473622,6.851767,,,0.099758,33.28615,NA,NA,NA,NA,59.71973,94.47043,2.64,78.81446,,2.143,0.153,,,8.049063,57.35606,0.261034,12.92617,695.2387,88.99371,6.98,100,31.8,100,93.9,100,120.5,1.6,1.5,1.7,100,76.5847,5.85,1153.5,0.06,2.59,0.22,14.00653595
NW02C,Corn,1.79,1.386629194,37.23099386,136.5136441,4/7/2021,4/27/2021,2,COS,COS,COS,sandy loam,57.46952742,29.2728679,13.25760468,,,0.171312466,72.2464371,NA,NA,NA,NA,1.880618197,5.285895075,1.44,24.19636522,,1.092,0.083,,,4.611562053,21.28136422,0.398643589,25.10503743,420.687859,44.17393857,6.49,100,10.4,100,34.5,48.66815,42.6,5.6,4.2,2.6,100,54.09571876,18.24,832.7,0.59,2.8,0.13,13.15662651
NW02T,Corn,1.72,1.404568335,36.23786304,132.8721645,4/7/2021,4/27/2021,2,COS,COS,COS,sandy loam,64.31309532,26.05541696,9.631487721,,,0.168194046,70.73395836,NA,NA,NA,NA,8.173497421,10.23741524,1.4,22.66273524,,1.174,0.101,,,4.723333573,22.22066884,0.462483309,32.33365079,369.2587724,34.32144127,6.57,100,5,100,26.5,33.204825,33.5,4.6,3.5,1.3,100,52.57146947,14.53,1113,0.36,4.03,0.06,11.62376238
NW08C,Corn,5.15,NA,NA,NA,4/27/2021,5/13/2021,,NA,NA,COS,loam,32.97363,49.23965,17.78672,,,0.222153,83.05125,NA,NA,NA,NA,74.64353,99.23382,4.69,96.97942,,3.119,0.273,,,11.34159,92.88323,0.697981,62.8016,624.415,74.93716,5.95,75.2323,14.7,100,180.4,100,122.5,5.9,6.9,2,100,88.51188,69.92,1270.6,0.07,9.02,0.15,11.42490842
NW08T,Corn,4.87,NA,NA,NA,4/27/2021,5/13/2021,,NA,NA,COS,loam,33.77498,46.75402,19.471,,,0.216268,80.66629,NA,NA,NA,NA,80.97217,99.72503,4.68,96.90259,,2.911,0.261,,,9.777936,83.97215,0.80438,75.21491,551.7753,61.021,6.04,86.23436,9.5,100,147.1,100,104.2,6.8,10.5,1.9,100,88.37363,69.62,1187.9,0.12,11.6,0.13,11.1532567
NW11C,Corn,3.82,NA,NA,NA,4/8/2021,4/27/2021,2,COS,COS,COS,loam,50.72540213,34.6611521,14.61344577,,,0.204544441,75.34223973,NA,NA,NA,NA,39.38294749,67.9291784,4.02,99.42150855,,2.851,0.235,,,10.55171748,89.0237691,0.554696239,43.99829136,736.3560457,92.38966363,6.47,100,8.9,100,121.9,100,97.2,1.5,4.9,0.8,100,86.81046508,10.68,1556.2,0.4,7.07,0.23,12.13191489
NW11T,Corn,3.65,1.63387375,89.45458781,328.0001553,4/8/2021,4/27/2021,2,COS,COS,COS,clay loam,31.52235386,40.81926929,27.65837685,,,0.244398121,90.29306437,NA,NA,NA,NA,17.8504414,18.33668973,4.07,53.09975882,,2.652,0.249,,,8.801147576,83.32402786,0.547602937,43.06746271,883.5496384,93.8554058,6.45,100,16.9,100,206.6,100,135.3,1.9,3,0.9,100,78.19764093,6.91,1920.1,0.35,6.25,0.23,10.65060241
PM3,Pasture,3.12,1.396776182,65.36912532,239.6867928,9/13/2021,9/20/2021,,Pasture,Pasture,Pasture,silt loam,31.80808,57.66122,10.5307,,,0.283729,97.1514,NA,NA,NA,NA,69.56499,98.39233,3.439744,68.74392,,2.179,0.23,,,7.88612,66.27705,0.845522,79.34371,648.5831,78.90566,6.01,83.00962,16.4,100,121,100,151.9,6.6,3.2,1.6,100,87.18237,17.67,1182.5,0.26,7.03,0.23,9.473913043
D2,Field crops,3.63,1.39032424,75.70315487,277.5782345,4/20/2021,4/27/2021,3,GRE,GRE,GRE,loam,45.37376,40.66995,13.95629,,,0.211622,78.64569,NA,NA,NA,NA,41.85159,72.6701,3.54,72.57469,,2.57,0.212,,,8.668759,74.44737,0.689469,61.72362,681.3801,83.65638,6.86,100,5.4,100,61.4,86.66248,53.7,1.7,4.3,0.4,100,83.03803,13.6,1711.4,0.06,3.87,0.19,12.12264151
LC1,Hay,5.3,1.397342848,111.0887564,407.3254402,5/6/2021,5/18/2021,,NA,NA,NA,loam,40.03995223,49.73997709,10.22007068,,,0.247884683,91.18238667,NA,NA,NA,NA,39.09936292,67.36320194,4.44,94.52007083,,2.972,0.276,,,9.83050248,84.35709876,0.787356554,73.38575367,819.9929124,95.81572886,6.87,100,8.9,100,63.6,88.90252,197.2,2.1,5.7,2.3,100,89.55267607,9.89,2072.6,1.48,5.25,0.38,10.76811594
LC10,Hay,7.05,0.976188281,103.2319107,378.517006,5/6/2021,5/18/2021,,NA,NA,NA,loam,41.10708188,37.95064523,20.94227289,,,0.247307731,91.03957198,NA,NA,NA,NA,77.26634857,99.49202489,6.06,99.96630707,,3.828,0.352,,,11.5511037,93.7070494,0.978875716,89.66908643,881.92284,98.05123601,6.26,98.1731893,3.8,100,52.7,77.80414,198.9,3.7,6.9,1.2,100,94.79026051,22.63,2101.2,0.91,6.42,0.15,10.875
LC11,Hay,3.6,1.47686822,79.75088388,292.4199076,5/6/2021,5/18/2021,,NA,NA,NA,loam,31.23280006,49.88470642,18.88249352,,,0.251028262,91.93084222,NA,NA,NA,NA,56.08679018,91.82974878,4.79,97.66432658,,3.356,0.291,,,10.30890866,87.57939309,0.886662787,83.0348319,881.92284,98.05123601,6.89,100,8.6,100,111.6,100,256.9,3.1,4.6,2.4,100,95.00903786,23.12,1832.8,2.2,7.13,0.34,11.53264605
LC12,Hay,3.43,1.409385327,72.51287507,265.8805419,5/6/2021,5/18/2021,,NA,NA,NA,silt loam,28.22172614,53.17247055,18.60580331,,,0.288987666,97.63957945,NA,NA,NA,NA,74.60165901,99.22889991,7.67,99.99998942,,5.381,0.467,,,17.44571351,99.95448612,1.02143553,91.99574045,1018.532974,99.74675819,6.52,100,3.4,97.2,96.6,100,197.4,2.3,3.7,1,100,98.57654535,27.11,2764.4,0.59,8.32,0.22,11.52248394
LC14,Hay,3.42,1.188800328,60.98545683,223.6133417,5/6/2021,5/18/2021,,NA,NA,NA,silt loam,25.17952545,59.15309411,15.66738044,,,0.285151361,97.29106792,NA,NA,NA,NA,67.58395522,97.89455329,6.06,99.96630707,,4.009,0.369,,,13.48325354,98.28334398,1.70239255,99.98809083,978.4606681,99.51490098,6.21,96.88136063,3.5,100,67.2,92.56804,169.4,2.2,6.6,0.7,100,98.23876647,22.2,2890.9,0.23,7.94,0.19,10.86449864
LC15,Hay,7.51,1.456890831,164.1187521,601.7687577,5/6/2021,5/18/2021,,NA,NA,NA,sandy loam,65.64672663,23.73832525,10.61494812,,,0.226540579,91.6075918,NA,NA,NA,NA,67.12894563,97.76338794,4.86,99.98248861,,3.418,0.293,,,11.5798453,88.38082459,0.673863718,59.72410885,774.456201,94.76284031,6.22,97.18748174,2.4,69.2,73.1,98.57542,38.5,6,2.6,0.3,100,89.71841438,81.16,1386.3,0.12,4.99,0.04,11.66552901
LC16,Corn,3.11,1.377149246,64.24401233,235.5613785,5/6/2021,5/18/2021,,NA,NA,NA,loam,42.10032869,41.22475859,16.67491272,,,0.238855047,88.7464636,NA,NA,NA,NA,39.99180812,69.13022166,4.46,94.76221124,,3.037,0.273,,,10.75191883,90.12071015,0.822823066,77.1181522,925.6380829,98.9297015,7.09,100,17.9,100,108.4,100,226,3.3,5.2,2.3,100,91.88074604,14.15,1988.7,1.64,10.41,0.44,11.12454212
LC17,Corn,4.1,1.491312362,91.71571026,336.2909376,5/6/2021,5/18/2021,,NA,NA,NA,loam,37.45329506,46.10755159,16.43915334,,,0.248592886,91.35536187,NA,NA,NA,NA,27.79803117,42.94057985,4.07,88.27583035,,3.104,0.288,,,10.39413166,88.10078267,0.936315903,86.88673503,907.4233984,98.61775369,6.61,100,10.7,100,150.3,100,217.9,3.3,12.9,2.8,100,89.61770435,13.95,1665.3,1.72,9.45,0.35,10.77777778
LC18,Corn,5.94,1.223266734,108.993066,399.641242,5/6/2021,5/18/2021,,NA,NA,NA,loam,41.10325834,45.49932875,13.3974129,,,0.238326859,88.59038705,NA,NA,NA,NA,59.85520512,94.55400633,4.04,87.60685019,,2.738,0.254,,,9.728684212,83.60590551,0.631303904,54.15527504,641.4890037,77.78062917,6.06,88.13610741,3.6,100,95.1,100,35.3,7.8,6.3,0.6,100,87.44291607,82.99,1326.6,0.12,6.29,0.1,10.77952756
LC19,Corn,4.54,1.155704,78.7034424,288.5792888,5/6/2021,5/18/2021,,NA,NA,NA,loam,33.31681787,47.45795613,19.225226,,,0.229703319,85.82205375,NA,NA,NA,NA,75.89032896,99.36827208,4.8,97.72498681,,3.277,0.293,,,9.484560804,81.7111608,0.688050322,61.54304108,717.9906789,88.06670642,6.22,97.18748174,7.5,100,122.5,100,130.4,4.9,4.6,1.1,100,91.14237027,47.53,1489.8,0.13,6.03,0.24,11.18430034
LC4,Hay,7.05,1.131328634,119.638003,438.6726778,5/6/2021,5/18/2021,,NA,NA,NA,silt loam,25.4372005,54.39071989,20.17207962,,,0.282347293,97.01000485,NA,NA,NA,NA,84.94854965,99.86373797,6.44,99.99338728,,4.811,0.403,,,14.23478586,99.04577042,1.340634133,99.32212814,770.8132641,92.83832803,6.24,97.72498681,2.8,80.4,51.1,76.17502,84,7.9,5.7,0.6,100,94.23733635,105.78,1847.8,0.08,8.98,0.19,11.93796526
LC5,Hay,4.59,1.360045931,93.63916235,343.3435953,4/8/2021,4/14/2021,4,GRE,GRE,GRE,sandy loam,61.22931,28.43826,10.33244,,,0.22762,91.84282,NA,NA,NA,NA,62.35441,95.92381,4.9,99.98555,,3.258,0.291,,,11.26847,86.54805,0.618536,52.46336,848.2994,97.67869,6.57,100,6.8,100,150.4,100,56.7,4.7,3,0.6,100,92.44423,77.47,1900.9,0,3.82,0.16,11.19587629
LC6,Hay,3.6,1.22301758,66.04294932,242.1574808,5/6/2021,5/18/2021,,NA,NA,NA,loam,31.24366,49.24352,19.51281, , ,0.266691,94.96424,NA,NA,NA,NA,26.41061,39.93747,4.67,96.82415,,2.94,0.259,NA,NA,11.0275,91.49634,1.205861,97.82843,947.4957,99.22161,7.13,100,9.1,100,100.2,100,192.9,2.5,8.3,0.8,100,92.02722,12.47,2929.8,0.09,8.24,0.39,11.35135135
LC8,Hay,7.23,1.317945536,142.9311934,524.0810424,5/6/2021,5/18/2021,,NA,NA,NA,loam,37.14603,44.33798,18.51599, , ,0.258271,93.47149,NA,NA,NA,NA,79.99234,99.67536,6.62,99.99712,,4.852,0.423,NA,NA,17.1728,99.939,0.922129,85.85358,1054.962,99.86492,6.72,100,24.4,100,322.3,100,301.2,4.3,4.3,2.4,100,97.88015,22.42,2569.6,1.67,8.44,0.46,11.47044917
NW24C,Corn,3.87,1.381681927,80.20663586,294.0909982,4/13/2021,4/28/2021,,NA,COS,COS,loam,39.31793569,43.20571665,17.47634766,,,0.242352977,89.74167908,NA,NA,NA,NA,68.51187943,98.14196117,5.47,99.69693293,,3.608,0.303,,,13.23361192,97.93491504,0.822823066,77.1181522,811.2727278,95.3769393,6,81.83489296,5.8,100,410.7,100,160.9,5,6.6,1.1,100,93.98454727,85.89,1343.9,0.05,13.6,0.26,11.90759076
NW24T,Corn,4.01,1.518991932,91.36736471,335.0136706,4/13/2021,4/28/2021,,NA,COS,COS,loam,50.22032311,29.10166122,20.67801567,,,0.207480728,76.74493648,NA,NA,NA,NA,18.14162123,23.75040382,3.22,59.65566881,,2.217,0.217,,,5.94655386,43.34053401,0.842684312,79.07273872,694.1794789,85.30532961,6.26,98.1731893,3.1,88.8,54.8,79.94236,105.9,4.5,18.7,0.1,56,69.07851608,10.09,1537.5,0.1,11.49,0.19,10.21658986
EL2,Pasture,NA,NA,NA,NA,5/21/2021,6/1/2021,1,NA,NA,NA,silty clay loam,8.300665,55.68992,36.00942,,,0.280696,96.83345,NA,NA,NA,NA,79.36435,99.02274,9.09,100,,5.754,0.531,,,16.75556,99.98519,1.506617,99.87447,962.1137,97.35397,6.26,98.17319,2.7,77.6,238.1,100,1113.8,1.2,3.5,0.7,100,96.8843,19.01,3084.5,0.08,7.82,0.16,10.83615819
NW14C,Corn,6.7,1.190627463,119.65806,438.7462201,4/13/2021,4/28/2021,,NA,COS,COS,clay loam,26.77614079,45.09665818,28.12720103,,,0.245874635,90.6774029,NA,NA,NA,NA,58.4188073,89.11316593,6.6,99.80669717,,4.399,0.442,,,11.90080899,97.72644234,1.042715437,92.99902107,977.3004689,97.78637885,6.67,100,39.5,100,571.8,100,503.5,2.2,4.5,1.3,100,96.81091083,3.04,3183.2,2.04,11.11,0.77,9.952488688
NW14T,Corn,5.68,1.214691659,103.4917293,379.4696743,4/13/2021,4/28/2021,,NA,COS,COS,loam,42.42590443,35.60215757,21.971938,,,0.249662579,91.6118014,NA,NA,NA,NA,65.71177574,97.30992917,6.28,99.9866015,,4.182,0.438,,,12.93714536,97.4450659,1.085275251,94.71238785,881.1791451,98.03211698,5.9,67.52818581,13.5,100,527.1,100,358.3,10.2,8.2,1.5,100,94.66260886,26.67,1962.6,0.54,14.44,0.29,9.547945205
NW18C,Corn,3.7,1.51272846,83.95642953,307.8402416,4/14/2021,4/28/2021,,NA,COS,COS,loam,43.11068137,40.32934708,16.55997155,,,0.226517468,84.69277776,NA,NA,NA,NA,28.56801896,44.62624291,3.57,73.6742005,,2.457,0.19,,,7.522161842,62.16229454,0.468157951,33.01592413,566.6002673,64.05769735,5.38,2.812518264,4.7,100,104,100,98.5,18.3,6.1,0.4,100,66.50416555,126.54,651.2,0.14,24.29,0.07,12.93157895
